time,open,high,low,close,volume,spread
2026.06.11 05:00:00,4082.54,4106.17,4072.5,4094.19,12350,43
2026.06.11 06:00:00,4094.02,4097.46,4076.22,4094.74,11182,43
2026.06.11 07:00:00,4094.75,4110.51,4091.77,4104.85,10674,35
2026.06.11 08:00:00,4103.95,4112.54,4084.52,4084.52,10785,35
2026.06.11 09:00:00,4084.44,4096.24,4077.33,4091.52,10822,35
2026.06.11 10:00:00,4091.51,4094.45,4086.45,4089.78,9848,35
2026.06.11 11:00:00,4089.8,4095.85,4079.79,4080.25,10993,35
2026.06.11 12:00:00,4080.24,4087.11,4057.57,4081.78,11989,35
2026.06.11 13:00:00,4082.24,4092.48,4067.02,4083.15,12754,35
2026.06.11 14:00:00,4083.17,4085.26,4052.82,4073.35,13008,35
2026.06.11 15:00:00,4073.42,4095.28,4070.26,4088.9,12313,35
2026.06.11 16:00:00,4088.72,4107.47,4077.94,4080.15,11623,35
2026.06.11 17:00:00,4080.32,4169.86,4071.88,4151.66,12571,43
2026.06.11 18:00:00,4151.87,4171.6,4131.24,4161.75,11234,43
2026.06.11 19:00:00,4162.05,4219.77,4162.05,4208.81,12296,43
2026.06.11 20:00:00,4209.28,4218.41,4208.04,4210.27,9215,43
2026.06.11 22:00:00,4218.62,4246.18,4205.64,4243.16,9785,43
2026.06.11 23:00:00,4243.2,4245.69,4214.08,4219.88,11730,43
2026.06.12 00:00:00,4219.78,4230.42,4200.63,4208.24,12213,43
2026.06.12 01:00:00,4208.2,4210.54,4171.34,4186.68,12955,43
2026.06.12 02:00:00,4186.06,4199.96,4182.61,4191.47,12616,43
2026.06.12 03:00:00,4191.54,4204.78,4189.51,4197.0,11437,43
2026.06.12 04:00:00,4197.05,4200.93,4190.23,4190.95,3301,43
