time,open,high,low,close,volume,spread
2026.06.11 07:15:00,4096.61,4102.42,4096.32,4101.86,565,35
2026.06.11 07:18:00,4101.87,4106.16,4101.77,4103.43,561,35
2026.06.11 07:21:00,4103.62,4106.43,4103.19,4105.93,557,35
2026.06.11 07:24:00,4105.91,4110.14,4104.68,4108.53,550,35
2026.06.11 07:27:00,4108.27,4109.03,4106.35,4107.46,504,35
2026.06.11 07:30:00,4107.59,4110.28,4106.08,4108.3,526,35
2026.06.11 07:33:00,4108.26,4110.51,4104.29,4104.29,509,35
2026.06.11 07:36:00,4103.99,4104.72,4101.67,4104.7,522,35
2026.06.11 07:39:00,4104.71,4106.84,4103.0,4105.87,498,35
2026.06.11 07:42:00,4105.98,4109.36,4105.98,4107.5,532,35
2026.06.11 07:45:00,4107.48,4107.99,4105.56,4106.25,540,35
2026.06.11 07:48:00,4106.08,4106.97,4099.85,4100.16,495,35
2026.06.11 07:51:00,4100.22,4103.76,4099.08,4102.96,545,35
2026.06.11 07:54:00,4102.91,4104.58,4102.29,4103.55,492,35
2026.06.11 07:57:00,4103.57,4106.02,4103.55,4104.85,521,35
2026.06.11 08:00:00,4103.95,4112.14,4103.95,4111.07,564,35
2026.06.11 08:03:00,4111.05,4111.05,4105.25,4106.73,538,35
2026.06.11 08:06:00,4106.66,4109.02,4105.33,4108.6,533,35
2026.06.11 08:09:00,4108.9,4112.54,4107.72,4107.93,574,35
2026.06.11 08:12:00,4108.11,4109.03,4105.33,4106.1,548,35
2026.06.11 08:15:00,4106.35,4108.42,4103.43,4104.15,538,35
2026.06.11 08:18:00,4104.17,4106.0,4101.55,4102.35,560,35
2026.06.11 08:21:00,4102.33,4105.32,4100.47,4102.98,551,35
2026.06.11 08:24:00,4102.94,4103.57,4100.52,4103.27,505,35
2026.06.11 08:27:00,4103.25,4103.25,4097.08,4097.51,529,35
2026.06.11 08:30:00,4097.52,4097.95,4094.39,4095.42,567,35
2026.06.11 08:33:00,4095.5,4097.06,4093.84,4096.26,552,35
2026.06.11 08:36:00,4096.25,4099.39,4095.32,4096.35,525,35
2026.06.11 08:39:00,4096.16,4097.05,4092.51,4093.63,519,35
2026.06.11 08:42:00,4093.7,4093.77,4090.26,4090.59,513,35
2026.06.11 08:45:00,4090.46,4092.05,4088.88,4089.37,563,35
2026.06.11 08:48:00,4089.36,4090.7,4088.82,4089.31,559,35
2026.06.11 08:51:00,4089.48,4091.69,4087.05,4087.39,510,35
2026.06.11 08:54:00,4087.44,4087.77,4085.09,4087.4,526,35
2026.06.11 08:57:00,4087.36,4087.45,4084.52,4084.52,511,35
2026.06.11 09:00:00,4084.44,4087.37,4083.2,4086.58,518,35
2026.06.11 09:03:00,4086.56,4087.22,4083.78,4085.3,534,35
2026.06.11 09:06:00,4085.32,4085.73,4081.92,4082.72,560,35
2026.06.11 09:09:00,4082.71,4084.61,4080.71,4084.34,583,35
2026.06.11 09:12:00,4084.42,4087.39,4083.54,4086.06,531,35
2026.06.11 09:15:00,4085.93,4088.25,4085.17,4085.98,567,35
2026.06.11 09:18:00,4086.13,4088.77,4085.14,4086.02,530,35
2026.06.11 09:21:00,4086.01,4086.5,4083.66,4083.95,523,35
2026.06.11 09:24:00,4084.0,4085.91,4079.19,4080.13,646,35
2026.06.11 09:27:00,4080.16,4081.27,4078.94,4079.38,576,35
2026.06.11 09:30:00,4079.27,4081.66,4077.33,4081.14,618,35
2026.06.11 09:33:00,4081.16,4082.87,4079.77,4082.59,531,35
2026.06.11 09:36:00,4082.67,4086.09,4081.16,4085.93,540,35
2026.06.11 09:39:00,4085.94,4089.86,4085.72,4088.77,553,35
2026.06.11 09:42:00,4088.74,4091.79,4088.23,4091.66,526,35
2026.06.11 09:45:00,4091.64,4096.24,4091.24,4096.06,520,35
2026.06.11 09:48:00,4096.03,4096.03,4093.39,4094.43,501,35
2026.06.11 09:51:00,4094.4,4094.47,4090.21,4092.1,511,35
2026.06.11 09:54:00,4091.96,4094.69,4091.69,4091.93,478,35
2026.06.11 09:57:00,4091.91,4092.7,4089.8,4091.52,476,35
2026.06.11 10:00:00,4091.51,4094.29,4091.13,4091.42,469,35
2026.06.11 10:03:00,4091.36,4092.79,4089.72,4092.71,481,35
2026.06.11 10:06:00,4092.73,4094.06,4090.64,4090.74,497,35
2026.06.11 10:09:00,4090.51,4091.98,4088.11,4091.86,526,35
2026.06.11 10:12:00,4091.89,4092.77,4090.49,4092.02,513,35
2026.06.11 10:15:00,4092.03,4093.08,4086.72,4087.18,509,35
2026.06.11 10:18:00,4087.67,4088.33,4086.74,4087.33,495,35
2026.06.11 10:21:00,4087.3,4093.84,4087.18,4093.84,492,35
2026.06.11 10:24:00,4093.86,4094.45,4091.48,4091.64,536,35
2026.06.11 10:27:00,4091.63,4092.82,4087.68,4087.86,518,35
2026.06.11 10:30:00,4087.64,4091.48,4086.45,4091.38,544,35
2026.06.11 10:33:00,4091.3,4092.8,4088.79,4088.95,491,35
2026.06.11 10:36:00,4088.94,4092.9,4088.68,4091.34,495,35
2026.06.11 10:39:00,4091.19,4092.16,4090.63,4091.66,471,35
2026.06.11 10:42:00,4091.69,4091.69,4089.49,4090.41,463,35
2026.06.11 10:45:00,4090.42,4091.39,4088.79,4088.94,455,35
2026.06.11 10:48:00,4088.95,4089.68,4087.46,4089.27,450,35
2026.06.11 10:51:00,4089.62,4092.85,4089.41,4091.64,456,35
2026.06.11 10:54:00,4091.59,4091.82,4087.55,4088.14,480,35
2026.06.11 10:57:00,4088.17,4091.39,4088.14,4089.78,507,35
2026.06.11 11:00:00,4089.8,4089.91,4086.75,4088.8,525,35
2026.06.11 11:03:00,4088.91,4093.02,4088.33,4091.31,549,35
2026.06.11 11:06:00,4091.25,4093.09,4088.23,4091.5,586,35
