time,open,high,low,close,volume,spread
2026.04.13 02:00:00,4721.22,4727.82,4711.11,4720.34,15282,35
2026.04.13 03:00:00,4720.32,4724.11,4712.05,4718.07,12406,35
2026.04.13 04:00:00,4718.07,4724.92,4707.96,4723.01,10169,42
2026.04.13 05:00:00,4723.0,4730.59,4716.25,4729.3,13156,35
2026.04.13 06:00:00,4729.32,4732.55,4721.0,4725.56,15412,35
2026.04.13 07:00:00,4725.75,4739.91,4724.85,4733.68,15421,35
2026.04.13 08:00:00,4733.61,4738.51,4720.18,4723.24,14357,35
2026.04.13 09:00:00,4723.24,4728.45,4710.41,4714.56,13618,35
2026.04.13 10:00:00,4714.59,4723.83,4708.33,4721.98,12663,35
2026.04.13 11:00:00,4722.1,4729.11,4703.35,4706.92,15761,35
2026.04.13 12:00:00,4706.83,4725.07,4703.53,4723.52,17834,35
2026.04.13 13:00:00,4723.51,4745.39,4721.45,4730.7,22017,35
2026.04.13 14:00:00,4730.3,4731.26,4708.68,4719.01,22481,35
2026.04.13 15:00:00,4719.03,4719.83,4699.85,4714.47,20145,35
2026.04.13 16:00:00,4714.46,4746.44,4709.23,4732.94,21009,35
2026.04.13 17:00:00,4732.97,4749.8,4725.45,4729.9,17919,35
2026.04.13 18:00:00,4729.97,4740.59,4722.91,4738.28,15947,35
2026.04.13 19:00:00,4738.24,4747.31,4730.51,4741.07,14542,35
2026.04.13 20:00:00,4741.07,4743.95,4738.1,4740.11,6356,38
2026.04.13 22:00:00,4752.0,4759.61,4745.53,4757.89,9476,35
2026.04.13 23:00:00,4757.9,4765.7,4754.26,4757.47,11187,35
2026.04.14 00:00:00,4757.65,4775.88,4751.62,4769.8,15032,35
2026.04.14 01:00:00,4769.8,4776.84,4761.7,4764.66,18456,35
2026.04.14 02:00:00,4764.58,4777.14,4762.03,4774.95,14025,41
2026.04.14 03:00:00,4774.96,4775.5,4765.52,4767.94,11636,41
2026.04.14 04:00:00,4768.25,4776.91,4766.96,4774.06,8806,35
2026.04.14 05:00:00,4774.04,4774.14,4757.95,4760.0,15007,35
2026.04.14 06:00:00,4760.15,4782.82,4760.03,4782.07,16052,35
2026.04.14 07:00:00,4782.04,4796.35,4767.98,4777.13,19139,35
2026.04.14 08:00:00,4776.97,4789.89,4774.19,4786.84,16594,35
2026.04.14 09:00:00,4786.91,4789.2,4771.76,4778.13,15326,35
2026.04.14 10:00:00,4778.18,4787.92,4752.29,4768.27,15521,35
2026.04.14 11:00:00,4768.33,4782.95,4766.81,4774.99,15880,35
2026.04.14 12:00:00,4774.97,4777.56,4762.17,4771.33,19397,35
2026.04.14 13:00:00,4771.33,4803.59,4771.0,4794.39,23029,35
2026.04.14 14:00:00,4794.97,4817.71,4792.86,4803.86,22838,35
2026.04.14 15:00:00,4803.87,4816.22,4791.3,4808.08,20874,35
2026.04.14 16:00:00,4808.17,4820.25,4805.0,4810.08,17352,35
2026.04.14 17:00:00,4810.06,4841.52,4809.35,4834.97,17358,35
2026.04.14 18:00:00,4834.97,4843.09,4830.74,4835.48,16479,35
2026.04.14 19:00:00,4835.61,4846.14,4835.61,4844.7,13656,35
2026.04.14 20:00:00,4844.9,4846.13,4839.37,4841.73,6604,35
2026.04.14 22:00:00,4839.85,4850.48,4833.04,4834.92,9735,35
2026.04.14 23:00:00,4834.93,4843.92,4833.65,4837.01,12023,35
2026.04.15 00:00:00,4837.1,4840.02,4827.1,4835.26,13130,35
2026.04.15 01:00:00,4835.26,4871.25,4827.98,4846.98,19558,35
2026.04.15 02:00:00,4846.81,4853.31,4820.61,4823.85,17613,35
2026.04.15 03:00:00,4823.84,4829.53,4816.76,4823.93,12494,40
2026.04.15 04:00:00,4823.95,4827.64,4820.35,4824.83,8624,35
2026.04.15 05:00:00,4824.83,4830.37,4811.97,4819.6,15970,35
2026.04.15 06:00:00,4819.69,4824.99,4811.02,4811.49,16514,35
2026.04.15 07:00:00,4811.49,4816.85,4803.53,4810.97,16674,35
2026.04.15 08:00:00,4810.85,4821.08,4804.49,4818.26,15206,35
2026.04.15 09:00:00,4818.27,4819.48,4786.54,4797.84,17886,35
2026.04.15 10:00:00,4797.68,4805.16,4790.36,4799.97,17189,35
2026.04.15 11:00:00,4799.98,4814.75,4795.7,4812.57,15712,35
2026.04.15 12:00:00,4812.56,4816.25,4807.04,4811.54,16124,35
2026.04.15 13:00:00,4811.51,4830.08,4808.65,4828.87,21343,35
2026.04.15 14:00:00,4828.93,4830.69,4813.32,4815.43,20447,35
2026.04.15 15:00:00,4815.43,4816.18,4786.56,4801.75,20556,35
2026.04.15 16:00:00,4801.7,4812.91,4799.87,4803.74,17239,35
2026.04.15 17:00:00,4803.76,4808.73,4790.83,4792.56,16110,35
2026.04.15 18:00:00,4792.57,4802.03,4790.02,4799.64,15354,35
2026.04.15 19:00:00,4799.53,4803.27,4794.52,4795.67,13448,35
2026.04.15 20:00:00,4795.79,4796.73,4787.37,4790.45,7425,35
