time,open,high,low,close,volume,spread
2026.04.13 02:00:00,4721.22,4725.53,4718.86,4722.71,1419,42
2026.04.13 02:05:00,4722.77,4725.7,4719.17,4722.99,1339,42
2026.04.13 02:10:00,4722.99,4724.09,4720.71,4722.53,1392,41
2026.04.13 02:15:00,4722.5,4724.33,4719.59,4722.02,1019,42
2026.04.13 02:20:00,4722.02,4722.07,4719.3,4720.61,924,41
2026.04.13 02:25:00,4720.59,4724.71,4719.18,4719.89,1087,42
2026.04.13 02:30:00,4719.88,4727.82,4719.39,4725.32,1586,42
2026.04.13 02:35:00,4725.33,4725.33,4715.95,4715.95,1354,42
2026.04.13 02:40:00,4715.8,4719.46,4715.08,4715.34,1345,35
2026.04.13 02:45:00,4715.36,4718.03,4711.11,4712.42,1433,41
2026.04.13 02:50:00,4712.42,4718.93,4711.3,4718.81,1198,42
2026.04.13 02:55:00,4718.79,4721.48,4718.7,4720.34,1186,42
2026.04.13 03:00:00,4720.32,4721.64,4714.96,4715.51,1084,35
2026.04.13 03:05:00,4715.51,4715.51,4712.5,4714.53,1142,42
2026.04.13 03:10:00,4714.56,4715.34,4712.05,4713.86,1289,42
2026.04.13 03:15:00,4713.89,4717.22,4712.86,4715.1,1174,42
2026.04.13 03:20:00,4715.1,4717.74,4713.72,4716.96,1155,41
2026.04.13 03:25:00,4716.91,4720.93,4716.28,4718.87,1301,42
2026.04.13 03:30:00,4718.9,4721.79,4718.29,4721.08,985,42
2026.04.13 03:35:00,4721.07,4721.71,4717.37,4718.63,895,42
2026.04.13 03:40:00,4718.63,4724.11,4718.48,4722.08,1035,35
2026.04.13 03:45:00,4722.08,4722.44,4718.7,4720.67,974,42
2026.04.13 03:50:00,4720.58,4720.75,4717.79,4718.44,769,42
2026.04.13 03:55:00,4718.43,4720.23,4717.27,4718.07,603,42
2026.04.13 04:00:00,4718.07,4718.42,4713.04,4714.81,908,42
2026.04.13 04:05:00,4714.87,4715.4,4707.96,4712.52,845,42
2026.04.13 04:10:00,4712.53,4714.74,4710.84,4714.63,814,42
2026.04.13 04:15:00,4714.63,4715.86,4710.62,4712.17,837,42
2026.04.13 04:20:00,4712.18,4712.33,4709.63,4712.3,729,42
2026.04.13 04:25:00,4712.29,4715.45,4712.22,4712.63,702,42
2026.04.13 04:30:00,4712.63,4713.75,4708.91,4712.83,910,42
2026.04.13 04:35:00,4712.89,4712.93,4710.27,4712.11,815,42
2026.04.13 04:40:00,4712.12,4719.53,4712.12,4718.61,960,42
2026.04.13 04:45:00,4718.6,4719.17,4715.99,4718.78,716,42
2026.04.13 04:50:00,4718.72,4723.74,4717.98,4723.0,890,42
2026.04.13 04:55:00,4723.01,4724.92,4721.49,4723.01,1043,42
2026.04.13 05:00:00,4723.0,4726.11,4720.7,4721.22,1161,42
2026.04.13 05:05:00,4721.3,4723.37,4720.02,4720.81,794,42
2026.04.13 05:10:00,4721.02,4722.84,4718.34,4719.18,818,42
2026.04.13 05:15:00,4719.16,4721.21,4716.89,4716.9,971,42
2026.04.13 05:20:00,4716.89,4719.06,4716.25,4716.5,960,42
2026.04.13 05:25:00,4716.5,4721.43,4716.5,4720.46,762,42
2026.04.13 05:30:00,4720.02,4722.27,4717.9,4722.27,1163,42
2026.04.13 05:35:00,4722.21,4724.83,4719.8,4722.79,1345,35
2026.04.13 05:40:00,4722.79,4723.53,4720.1,4721.11,1310,42
2026.04.13 05:45:00,4721.09,4725.76,4720.7,4722.82,1346,42
2026.04.13 05:50:00,4722.83,4724.72,4720.52,4720.66,1143,42
2026.04.13 05:55:00,4720.66,4730.59,4720.45,4729.3,1383,42
2026.04.13 06:00:00,4729.32,4729.41,4723.53,4726.08,1425,35
2026.04.13 06:05:00,4726.08,4729.22,4724.41,4727.81,1351,42
2026.04.13 06:10:00,4727.87,4729.32,4724.34,4726.22,1355,42
2026.04.13 06:15:00,4726.23,4731.72,4726.18,4728.55,1470,42
2026.04.13 06:20:00,4728.52,4728.81,4725.3,4727.22,1246,35
2026.04.13 06:25:00,4727.19,4731.82,4725.66,4731.27,1276,42
2026.04.13 06:30:00,4731.46,4732.55,4728.6,4729.59,1281,35
2026.04.13 06:35:00,4729.61,4731.01,4725.42,4726.86,1203,42
2026.04.13 06:40:00,4726.88,4728.13,4725.32,4726.31,1184,42
2026.04.13 06:45:00,4726.25,4726.33,4721.06,4721.51,1309,37
2026.04.13 06:50:00,4721.55,4725.52,4721.0,4724.95,1239,42
2026.04.13 06:55:00,4724.93,4725.74,4722.94,4725.56,1073,42
2026.04.13 07:00:00,4725.75,4738.67,4725.68,4737.2,1517,35
2026.04.13 07:05:00,4737.19,4737.66,4726.7,4726.7,1421,35
2026.04.13 07:10:00,4726.64,4730.44,4724.85,4728.1,1282,35
2026.04.13 07:15:00,4728.1,4732.84,4726.46,4731.24,1297,35
2026.04.13 07:20:00,4731.23,4732.11,4729.18,4730.01,1061,35
2026.04.13 07:25:00,4730.17,4731.73,4727.09,4730.8,1236,35
2026.04.13 07:30:00,4730.96,4733.67,4730.29,4731.63,1200,35
2026.04.13 07:35:00,4731.63,4732.21,4727.42,4729.72,1192,35
2026.04.13 07:40:00,4729.72,4732.57,4728.43,4732.26,1137,35
2026.04.13 07:45:00,4732.14,4739.19,4732.03,4738.92,1297,35
2026.04.13 07:50:00,4738.87,4739.91,4734.32,4734.77,1370,35
2026.04.13 07:55:00,4734.77,4736.2,4728.32,4733.68,1411,35
2026.04.13 08:00:00,4733.61,4738.51,4733.37,4736.3,1488,35
2026.04.13 08:05:00,4736.28,4737.17,4732.18,4734.01,1331,35
2026.04.13 08:10:00,4734.14,4735.77,4732.46,4732.82,1235,35
2026.04.13 08:15:00,4732.82,4733.37,4729.94,4732.81,1144,35
2026.04.13 08:20:00,4732.81,4733.86,4730.06,4733.01,1104,35
2026.04.13 08:25:00,4733.06,4734.29,4731.85,4731.95,1026,35
2026.04.13 08:30:00,4731.96,4736.3,4730.64,4732.67,1205,35
2026.04.13 08:35:00,4732.68,4734.58,4729.07,4729.99,1036,35
2026.04.13 08:40:00,4729.95,4730.09,4720.85,4721.36,1324,35
2026.04.13 08:45:00,4721.33,4729.72,4720.18,4728.49,1270,35
2026.04.13 08:50:00,4728.39,4728.6,4723.79,4724.99,1114,35
2026.04.13 08:55:00,4724.99,4726.56,4723.15,4723.24,1080,35
2026.04.13 09:00:00,4723.24,4728.45,4722.8,4726.78,1223,35
2026.04.13 09:05:00,4726.89,4727.27,4717.49,4717.54,1233,35
2026.04.13 09:10:00,4717.54,4721.78,4715.92,4719.1,1304,35
2026.04.13 09:15:00,4719.0,4720.52,4716.26,4719.82,1172,35
2026.04.13 09:20:00,4719.77,4721.32,4716.69,4720.52,1063,35
2026.04.13 09:25:00,4720.63,4720.63,4713.94,4715.12,1068,35
2026.04.13 09:30:00,4715.18,4719.71,4714.06,4714.16,1212,35
2026.04.13 09:35:00,4714.16,4715.83,4710.93,4715.82,1285,35
2026.04.13 09:40:00,4715.82,4716.02,4710.41,4714.2,1093,35
2026.04.13 09:45:00,4714.04,4716.31,4710.98,4713.58,1170,35
2026.04.13 09:50:00,4713.56,4716.41,4711.97,4715.17,880,35
2026.04.13 09:55:00,4714.82,4716.52,4713.98,4714.56,915,35
2026.04.13 10:00:00,4714.59,4716.79,4714.52,4715.52,1010,35
2026.04.13 10:05:00,4715.54,4718.56,4713.51,4717.92,985,35
2026.04.13 10:10:00,4717.91,4718.91,4714.51,4717.81,997,35
2026.04.13 10:15:00,4717.87,4717.95,4712.42,4713.09,1060,35
2026.04.13 10:20:00,4713.08,4714.42,4711.21,4711.71,1025,35
2026.04.13 10:25:00,4711.69,4712.5,4708.33,4712.48,1139,35
2026.04.13 10:30:00,4712.57,4716.05,4711.67,4715.9,1049,35
2026.04.13 10:35:00,4715.9,4717.37,4715.02,4717.27,1048,35
2026.04.13 10:40:00,4717.27,4718.51,4714.62,4717.91,942,35
2026.04.13 10:45:00,4717.91,4721.93,4717.38,4721.55,1097,35
2026.04.13 10:50:00,4721.55,4723.83,4719.93,4720.1,1155,35
2026.04.13 10:55:00,4720.08,4722.14,4719.28,4721.98,1156,35
2026.04.13 11:00:00,4722.1,4726.33,4720.88,4725.28,1449,35
2026.04.13 11:05:00,4725.06,4729.11,4722.7,4722.74,1315,35
2026.04.13 11:10:00,4722.73,4723.57,4720.03,4721.43,1223,35
2026.04.13 11:15:00,4721.54,4722.84,4719.96,4720.07,1095,35
2026.04.13 11:20:00,4720.05,4723.56,4718.91,4720.13,1081,35
2026.04.13 11:25:00,4720.13,4721.21,4718.36,4720.95,1090,35
2026.04.13 11:30:00,4720.95,4722.31,4719.52,4719.76,1007,35
2026.04.13 11:35:00,4719.76,4719.81,4710.63,4712.14,1441,35
2026.04.13 11:40:00,4712.09,4712.69,4704.14,4707.25,1619,35
2026.04.13 11:45:00,4707.25,4711.27,4703.35,4708.56,1473,35
2026.04.13 11:50:00,4708.56,4712.01,4705.5,4707.68,1484,35
2026.04.13 11:55:00,4707.67,4710.94,4704.98,4706.92,1484,35
2026.04.13 12:00:00,4706.83,4712.59,4703.53,4709.06,1576,35
2026.04.13 12:05:00,4709.11,4715.03,4709.1,4714.0,1551,35
2026.04.13 12:10:00,4713.98,4720.04,4713.94,4717.25,1344,35
2026.04.13 12:15:00,4717.52,4717.72,4713.45,4713.86,1318,35
2026.04.13 12:20:00,4714.1,4714.58,4705.89,4707.27,1498,35
2026.04.13 12:25:00,4707.35,4711.21,4703.83,4710.55,1439,35
2026.04.13 12:30:00,4710.55,4715.72,4709.61,4713.76,1524,35
2026.04.13 12:35:00,4713.82,4715.94,4708.78,4711.38,1531,35
2026.04.13 12:40:00,4711.35,4716.41,4710.59,4715.63,1555,35
2026.04.13 12:45:00,4715.61,4722.46,4715.3,4721.17,1485,35
2026.04.13 12:50:00,4721.16,4724.69,4719.34,4723.5,1506,35
2026.04.13 12:55:00,4723.52,4725.07,4720.43,4723.52,1507,35
2026.04.13 13:00:00,4723.51,4729.38,4722.61,4726.96,1921,35
2026.04.13 13:05:00,4726.94,4730.82,4726.51,4728.31,1755,35
2026.04.13 13:10:00,4728.43,4736.08,4726.07,4734.3,1822,35
2026.04.13 13:15:00,4734.3,4737.66,4731.95,4735.22,1669,35
2026.04.13 13:20:00,4735.18,4735.72,4728.73,4730.83,1515,35
2026.04.13 13:25:00,4730.49,4734.14,4729.86,4733.27,1530,35
2026.04.13 13:30:00,4733.49,4737.25,4730.85,4733.65,1919,35
2026.04.13 13:35:00,4733.78,4734.7,4726.9,4727.49,1891,35
2026.04.13 13:40:00,4727.44,4730.32,4724.45,4726.83,1884,35
2026.04.13 13:45:00,4726.76,4741.17,4722.63,4738.36,1928,35
2026.04.13 13:50:00,4738.68,4745.39,4721.45,4726.48,2164,35
2026.04.13 13:55:00,4726.5,4731.84,4722.61,4730.7,2019,35
2026.04.13 14:00:00,4730.3,4731.26,4720.43,4724.2,1975,35
2026.04.13 14:05:00,4724.2,4727.6,4721.15,4725.07,1952,35
2026.04.13 14:10:00,4725.05,4728.7,4723.64,4727.33,1859,35
2026.04.13 14:15:00,4727.3,4728.06,4717.12,4718.32,1924,35
2026.04.13 14:20:00,4718.34,4721.23,4709.71,4717.25,2046,35
2026.04.13 14:25:00,4717.35,4717.72,4713.05,4715.33,2020,35
2026.04.13 14:30:00,4715.31,4720.09,4708.68,4719.73,1926,35
2026.04.13 14:35:00,4719.74,4720.51,4715.01,4719.04,1801,35
2026.04.13 14:40:00,4719.04,4722.52,4717.26,4721.63,1624,35
2026.04.13 14:45:00,4721.62,4723.3,4714.67,4715.18,1795,35
2026.04.13 14:50:00,4715.09,4715.53,4710.08,4714.16,1851,35
2026.04.13 14:55:00,4713.92,4720.22,4711.62,4719.01,1708,35
2026.04.13 15:00:00,4719.03,4719.83,4705.64,4707.62,1988,35
2026.04.13 15:05:00,4707.57,4708.75,4699.85,4705.24,1984,35
2026.04.13 15:10:00,4705.29,4710.1,4703.17,4707.55,1815,35
2026.04.13 15:15:00,4707.53,4711.4,4706.12,4706.42,1735,35
2026.04.13 15:20:00,4706.64,4710.09,4704.49,4704.69,1763,35
2026.04.13 15:25:00,4704.62,4705.94,4702.92,4703.65,1717,35
2026.04.13 15:30:00,4703.65,4709.29,4702.16,4708.87,1696,35
2026.04.13 15:35:00,4708.91,4717.99,4708.91,4715.94,1842,35
2026.04.13 15:40:00,4716.08,4716.45,4711.09,4712.49,1507,35
2026.04.13 15:45:00,4712.41,4715.5,4710.77,4715.1,1449,35
2026.04.13 15:50:00,4715.11,4715.8,4712.2,4712.3,1348,35
2026.04.13 15:55:00,4712.3,4714.86,4711.88,4714.47,1301,35
2026.04.13 16:00:00,4714.46,4716.03,4710.26,4711.57,1431,35
2026.04.13 16:05:00,4711.49,4719.41,4709.23,4716.78,1772,35
2026.04.13 16:10:00,4716.78,4721.09,4715.34,4719.79,1564,35
2026.04.13 16:15:00,4719.8,4729.44,4718.74,4725.94,1734,35
2026.04.13 16:20:00,4725.95,4731.25,4722.54,4726.33,1669,35
2026.04.13 16:25:00,4726.3,4734.03,4726.17,4730.18,1790,35
2026.04.13 16:30:00,4730.0,4736.55,4728.48,4733.88,1971,35
2026.04.13 16:35:00,4733.77,4737.21,4732.14,4735.74,1770,35
2026.04.13 16:40:00,4735.57,4740.29,4730.04,4740.0,2021,35
